mu,P_mui0,P_mui1,P_mui2,beta2,P_epsilon,P_kappa,P_gamma0,P_gamma1,P_gamma2,P_nu,cdr_b,P_h,P_j,Equi_incidence
0.015042948,0.057613352,0.070726756,0.53371117,48.92007099,0.109010811,0.644140725,0.590354728,0.58384134,0.442780057,0.048190975,0.565065903,0.010529206,0.00588522,312.0928467
0.015529966,0.059910277,0.070307446,0.514168496,43.05428377,0.111446279,0.675017828,0.571915835,0.587093394,0.423652231,0.039846121,0.676701114,0.012070036,0.053725399,137.6965013
0.014848247,0.086754982,0.084454722,0.294359289,51.65717167,0.114849134,0.682568977,0.589983458,0.579078704,0.331195383,0.026354967,0.663497669,0.003307952,0.038688096,202.1528969
0.016047812,0.082922193,0.07664187,0.336276662,35.17677121,0.122509971,0.661704033,0.582805433,0.589755448,0.305820014,0.063464076,0.680112054,0.031600973,0.022180708,326.4671697
0.013380654,0.079693333,0.064813826,0.396760119,32.02102776,0.075865045,0.673393832,0.590520432,0.57084396,0.4071293,0.058017668,0.6688957,0.045126467,0.017883696,159.6221333
0.013737878,0.081861999,0.08819628,0.293886131,45.16055956,0.096014897,0.687696397,0.562410335,0.553608502,0.309906707,0.07045608,0.59215009,0.018028675,0.03958886,465.1777114
0.014077092,0.060240827,0.08623228,0.404351618,35.33019803,0.107151115,0.61930451,0.574577482,0.560273565,0.248768966,0.027945357,0.589614163,0.008699389,0.044011611,182.2781242
0.017648952,0.0724583,0.08649949,0.408529407,55.05339076,0.108261486,0.682122697,0.581939338,0.563924603,0.229345771,0.023993812,0.530942374,0.054039014,0.036311405,272.5834918
0.016135812,0.066549052,0.05616137,0.40367672,40.03128896,0.122267945,0.543706272,0.572258302,0.590266113,0.161875365,0.031403184,0.645266777,0.049152611,0.020447509,347.7798088
0.017298076,0.08257326,0.064453449,0.361753081,54.56905916,0.105331492,0.608499115,0.58947632,0.563074502,0.434504456,0.019969324,0.684091264,0.039115796,0.026955725,147.996889
0.016927335,0.077687881,0.066904606,0.431454707,41.51081302,0.088665812,0.704215398,0.590807156,0.588457221,0.194389212,0.052482122,0.603775404,0.049791345,0.043559938,272.2402194
0.014474553,0.05613332,0.085829363,0.392920439,33.69410959,0.094806834,0.672791733,0.557048187,0.580656214,0.340288516,0.07077656,0.575320451,0.041335682,0.012910867,349.9534164
0.01654301,0.090230904,0.054060766,0.29628417,53.04279907,0.118706991,0.676194598,0.579562578,0.576793577,0.195614627,0.051825242,0.729528335,0.020287478,0.006715935,392.4265208
0.018014563,0.07902508,0.081758322,0.52596126,56.45633211,0.115046143,0.705909042,0.561979307,0.566612712,0.25364577,0.021275533,0.551348552,0.000228616,0.009469874,194.0448254
0.017142537,0.062921001,0.049166189,0.291860884,43.57973107,0.101089299,0.645969089,0.554295918,0.572066512,0.450003452,0.030537353,0.558554609,0.039757384,0.017254627,213.7371505
0.016103577,0.06796697,0.068516534,0.493220173,34.84722204,0.107565327,0.63634273,0.549814508,0.573777644,0.256532004,0.068874819,0.535965739,0.017065001,0.000975929,412.2958537
0.01600498,0.05335086,0.068346496,0.350171741,47.65771713,0.093612839,0.696574107,0.581614285,0.592769109,0.310708898,0.05394276,0.511794466,0.041456646,0.001738501,373.5034626
0.016229242,0.067588515,0.075265932,0.45401056,39.43993817,0.087786662,0.627554051,0.587164742,0.56039081,0.216825806,0.073095924,0.540112102,0.05245387,0.003520632,457.5562193
0.016377865,0.074930392,0.052043391,0.288750991,48.15037808,0.115820964,0.554580094,0.586647491,0.548264462,0.199120429,0.031000196,0.708732698,0.020317899,0.023835182,374.9268949
0.015423369,0.087338923,0.072582084,0.496544094,32.61136378,0.105221241,0.678145294,0.565109759,0.552385829,0.428750347,0.072916948,0.5281544,0.028534502,0.014034938,353.5388482
0.017702538,0.061305829,0.069638228,0.284544369,56.22082944,0.086038048,0.661404717,0.583204263,0.588833104,0.402497132,0.054264282,0.764653282,0.049385244,0.046634132,223.783268
0.016429681,0.06727259,0.054126983,0.340984316,48.53386777,0.092483489,0.714867059,0.555271966,0.55327209,0.387882721,0.073656252,0.645738349,0.019535829,0.045520277,398.3747912
0.014176258,0.07335455,0.052436305,0.381966646,47.41938018,0.12110967,0.674342804,0.561692435,0.575298274,0.179907068,0.067320654,0.651789188,0.002200088,0.042189625,512.4928789
0.013537451,0.052083502,0.089571617,0.540956101,30.53827212,0.106065921,0.649203007,0.557130159,0.590939996,0.46313351,0.032237195,0.645845402,0.014909261,0.001580819,2.078045124
0.014944201,0.088228052,0.061778584,0.510074851,34.87564863,0.10453278,0.595459901,0.577956572,0.551974551,0.174608828,0.020976445,0.642044743,0.045600679,0.02946403,96.575962
0.014386893,0.055429307,0.061762331,0.506057143,37.97514611,0.11911711,0.545904734,0.589355419,0.577838721,0.465999832,0.053283801,0.758596277,0.026695887,0.002500551,154.8434352
0.015106404,0.07188552,0.085305158,0.471221463,47.21849453,0.096330565,0.562022348,0.576612281,0.570481779,0.170629199,0.024208368,0.722913777,0.045114504,0.050808918,142.9969337
0.013579836,0.063149307,0.073376803,0.40492683,54.34447926,0.098107861,0.668783687,0.551242923,0.555978732,0.44168955,0.043731815,0.741691273,0.043885783,0.036915346,188.2142574
0.015437523,0.059055689,0.086121772,0.373700546,59.5069017,0.0809987,0.663968079,0.586215431,0.588572545,0.439337514,0.071450548,0.522806529,0.035772846,0.010523455,484.1669728
0.017653046,0.072772942,0.068019476,0.489811745,40.98520331,0.112581102,0.629839555,0.583163139,0.592418471,0.317046787,0.073749215,0.695704353,0.04655749,0.036729154,349.7068982
0.017679849,0.073822067,0.054571104,0.443500036,57.63493435,0.079369778,0.658702623,0.550635149,0.563791803,0.350592818,0.051913409,0.578786574,0.056847834,0.034242105,335.5909701
0.017813922,0.090671213,0.052605917,0.518859719,48.42158405,0.07906741,0.558428432,0.579268048,0.564461239,0.376069925,0.072110791,0.776123503,0.007834814,0.010925887,221.3281973
0.014400654,0.084112477,0.056883306,0.413943286,41.26142131,0.078331122,0.71072605,0.549514844,0.558495341,0.17981699,0.055756072,0.591405589,0.016349497,0.036670454,292.6989772
0.015483792,0.06552539,0.062475762,0.334023083,39.02533068,0.082246351,0.55522127,0.56805982,0.577298126,0.194639091,0.06212366,0.781655187,0.010489138,0.028649763,252.7828643
0.017510424,0.083176516,0.075448945,0.540291694,30.62046403,0.124663898,0.655376311,0.555628883,0.581596035,0.22154863,0.048924395,0.688271232,0.02388909,0.043136082,114.2376364
0.017214131,0.053028732,0.085487009,0.342933593,33.94347298,0.097210163,0.57300959,0.577448675,0.570704384,0.429747011,0.031968099,0.556191262,0.028028719,0.029770313,182.7365655
0.01680322,0.088992751,0.058286076,0.440272039,42.23766019,0.119279403,0.633784057,0.564103287,0.559214007,0.417606435,0.036710241,0.753165179,0.009239274,0.050267008,85.64955904
0.016828453,0.07295298,0.056473065,0.516603678,37.84472724,0.117448245,0.718951177,0.593545476,0.551681282,0.323424428,0.021893029,0.633769538,0.011350251,0.041268839,46.66537215
0.013405375,0.05779821,0.060169034,0.484934766,44.91104886,0.123324205,0.550523878,0.551934309,0.574896674,0.227267515,0.045072347,0.696097602,0.038807827,0.044767416,356.4910024
0.017687942,0.06574772,0.077128137,0.298357302,42.27736192,0.100075684,0.713271317,0.567265083,0.552622997,0.180587362,0.043337758,0.747847997,0.031674057,0.047864588,187.4301059
0.017386635,0.073161638,0.090341685,0.313059362,55.17942263,0.078938269,0.640259784,0.581362571,0.562782002,0.362359563,0.032280082,0.747253303,0.013999891,0.007375501,115.0462925
0.016338295,0.059184737,0.060721971,0.494205446,36.03622312,0.122846988,0.676362845,0.569705279,0.586542115,0.430909693,0.07679727,0.728397552,0.003581032,0.011765782,221.3131384
0.014239754,0.054403926,0.077600555,0.303714166,57.35163029,0.09087176,0.614774057,0.579173671,0.578534253,0.174509287,0.035752267,0.72372832,0.000568739,0.051335608,283.3529574
0.017734834,0.057884982,0.050297494,0.449788665,50.52368104,0.075637025,0.654637125,0.591506726,0.553642357,0.407733005,0.035428057,0.763533151,0.012555585,0.055915495,32.24157188
0.016726337,0.05970159,0.052543143,0.543176213,52.98727694,0.108362741,0.694715402,0.554535046,0.570211243,0.391280687,0.020399373,0.600854698,0.009869537,0.049799054,118.1020158
0.013349304,0.066558683,0.077401555,0.367521631,36.12653899,0.118019054,0.703422778,0.557184554,0.580440347,0.428125709,0.037359768,0.791167955,0.037244279,0.03440018,3.37E-05
0.014937133,0.078684437,0.05094555,0.32099881,31.76829821,0.122803345,0.640440364,0.567578701,0.589699794,0.193905212,0.039098401,0.516785861,0.002050077,6.80E-05,333.5034403
0.016912073,0.078420689,0.074292082,0.520631982,33.47271409,0.074781789,0.579987992,0.588650402,0.592869219,0.170152221,0.063093564,0.758085905,0.05329576,0.025200773,90.33443516
0.016158669,0.084084217,0.08467213,0.42999665,38.85531138,0.111116317,0.691036113,0.553157525,0.559372567,0.338882171,0.074079706,0.70673692,0.051227632,0.012651602,307.1275752
0.01368682,0.089831192,0.063138594,0.307745487,39.98441619,0.108660892,0.568552266,0.566445855,0.568219497,0.232298083,0.058136515,0.726780978,0.025136968,0.031142485,386.6763371
0.014804607,0.050409567,0.049862123,0.45782583,57.55915295,0.112257363,0.546859592,0.572087157,0.559458854,0.330049974,0.057165683,0.629302002,0.038230307,0.041111263,585.4813271
0.014864446,0.063031268,0.056011707,0.441797103,37.34848429,0.120587843,0.710982885,0.568743571,0.576412177,0.224994385,0.02931372,0.715602245,0.056586571,0.006105981,78.00952308
0.013959153,0.079923511,0.051457217,0.476449463,57.0737781,0.087579043,0.601009894,0.582650227,0.566240668,0.38651711,0.057088824,0.539044803,0.047099121,0.037893889,445.4759738
0.014405877,0.053464044,0.058032002,0.519340069,32.34257607,0.088153912,0.595945049,0.594096519,0.554687667,0.412443037,0.031323179,0.627973496,0.04118961,0.03199046,65.64357515
0.015894727,0.051319829,0.072767197,0.35789186,41.01588705,0.124504903,0.618561368,0.591757321,0.587851303,0.432386426,0.028978561,0.654756813,0.033295193,0.02065049,177.3107625
0.014189219,0.082711611,0.076108913,0.413719748,38.37218813,0.087550645,0.554775403,0.555024477,0.565282431,0.441419794,0.068621492,0.794697419,0.006168032,0.038545727,142.569538
0.015587101,0.051550803,0.065198789,0.531861839,37.26041911,0.106892461,0.686193696,0.583116654,0.591916488,0.205931996,0.055930968,0.625163637,0.039630976,0.015515319,256.7139528
0.016918645,0.085546258,0.075994118,0.402716888,53.56498843,0.078819466,0.665361564,0.570853893,0.593569974,0.318676861,0.076653935,0.700759637,0.008740452,0.047723737,376.826348
0.015398061,0.07578353,0.052237447,0.3959521,31.65536359,0.107158362,0.573560303,0.587711755,0.581805157,0.174138375,0.054206215,0.784156353,0.05340031,0.054873473,147.9771905
0.01514166,0.088055838,0.062405168,0.356861484,42.69798706,0.126703702,0.692763754,0.558878285,0.594195261,0.420838966,0.038247341,0.540529084,0.045485182,0.048992266,286.1879126
0.016757917,0.051411945,0.082960346,0.394610805,43.42628918,0.10657613,0.565436425,0.57435349,0.550648908,0.32055746,0.026655398,0.768015038,0.009995429,0.009065277,81.06218025
0.015151932,0.055347177,0.049333761,0.279238267,43.64772638,0.091348126,0.552384563,0.572424422,0.553171607,0.215781738,0.033159332,0.517505899,0.032817486,0.007930409,405.9329544
0.015286422,0.085394916,0.058698086,0.344042624,43.37734159,0.121946932,0.545199415,0.56245752,0.565947854,0.411590613,0.034405306,0.550016595,0.003485165,0.037975403,410.6281619
0.015764993,0.05568037,0.073112056,0.357250094,53.23050228,0.122291558,0.61472843,0.561076387,0.563838716,0.187635639,0.028178698,0.634654304,0.052929988,0.043422601,384.1152721
0.017045582,0.08330324,0.078808032,0.515776637,55.54901144,0.123731308,0.640087325,0.593802408,0.553898651,0.409359946,0.067682623,0.563994386,0.040361514,0.024410578,580.4321737
0.017154744,0.053729485,0.069821535,0.324367301,53.11851713,0.110148451,0.702695787,0.584605866,0.593144223,0.336663291,0.067425853,0.623331256,0.010358274,0.002974285,466.8565407
0.014654832,0.053125926,0.055312161,0.375164449,31.73491265,0.104459851,0.554315665,0.564479834,0.56374238,0.437473503,0.065863212,0.653643118,0.017588892,0.005409601,314.2361782
0.016806469,0.082423226,0.089418675,0.412703671,45.27622719,0.120515134,0.571558892,0.565250059,0.549782461,0.367116871,0.029896548,0.608590211,0.035493159,0.053828097,309.4918523
0.013482117,0.084529748,0.083920083,0.450289756,56.20080755,0.115546987,0.583556737,0.56375717,0.58290579,0.26552137,0.019087281,0.736796646,0.044513811,0.002255397,154.5199802
0.018095885,0.077538653,0.054823139,0.369260692,38.11338047,0.079724255,0.718102116,0.584695923,0.570357785,0.307136499,0.032409378,0.750134188,0.040374675,0.007948671,3.39E-08
0.01478079,0.088349717,0.081635844,0.502890522,33.59877876,0.1221276,0.668205232,0.567419779,0.57101999,0.455527314,0.062598365,0.527425036,0.038136328,0.000643099,331.9786401
0.014373043,0.05221829,0.077532338,0.285883295,55.24581099,0.117748331,0.658262432,0.565396484,0.554662091,0.429450869,0.035116998,0.617560994,0.028797101,0.0152344,314.5272038
0.018176953,0.078096491,0.054090032,0.361492992,47.58866794,0.102277934,0.604935433,0.553350395,0.591709594,0.419324102,0.069718973,0.590023614,0.017639781,0.03410716,500.3966487
0.015485792,0.068332738,0.079842951,0.416969986,55.4211217,0.118545931,0.605493157,0.571292479,0.566878666,0.434209655,0.039587696,0.62738933,0.029228786,0.056741474,357.8842151
0.017829282,0.0710406,0.07580379,0.418751725,49.09782758,0.125807326,0.709210468,0.576281535,0.564179195,0.207644282,0.04737507,0.639110213,0.006445199,0.039913153,353.8211255
0.018051265,0.067737114,0.058819315,0.528263482,42.16781471,0.097435225,0.593524907,0.554405729,0.593950904,0.221001108,0.028427403,0.691509624,0.044618938,0.057117971,101.0854202
0.013692714,0.081455856,0.054021828,0.334442882,51.53559139,0.082116874,0.665963686,0.567788024,0.566901972,0.382489383,0.045897468,0.590637765,0.043595208,0.019221864,286.2818038
0.014049212,0.052283583,0.051072852,0.354013773,59.03119443,0.092905882,0.622075175,0.559501514,0.563530106,0.201801788,0.068965814,0.572738202,0.031005704,0.011291054,643.2873786
0.015620712,0.077857471,0.081688728,0.473121774,53.9429251,0.119236657,0.577138444,0.586552298,0.594039985,0.25980044,0.076606073,0.561795789,0.004530352,0.010781999,764.7802627
0.014875196,0.089093337,0.072543818,0.290878496,56.74117745,0.089032528,0.693543577,0.561015419,0.556197903,0.216926248,0.073611481,0.708331618,0.005155196,0.008031275,468.4482868
0.017940176,0.056821962,0.054514427,0.313603938,50.28551774,0.105573537,0.542644463,0.582317733,0.591544739,0.208406348,0.065974702,0.69021278,0.042820259,0.022973383,625.6094284
0.017339912,0.064728073,0.059461902,0.518501796,52.83820698,0.074810258,0.692251711,0.556149157,0.582582023,0.342283719,0.053231292,0.771428629,0.004681598,0.04960322,100.8938916
0.017218757,0.079400817,0.052888121,0.50340484,34.90091152,0.111619391,0.567125189,0.586910732,0.565807257,0.204455954,0.074942018,0.576047657,0.005098511,0.03949294,521.1673073
0.01816558,0.072358203,0.073998203,0.38726912,47.80587348,0.125910641,0.717659776,0.550261044,0.579411597,0.299313104,0.028881998,0.673288788,0.003609962,0.02253007,167.8373961
0.018010029,0.054467858,0.087650347,0.472376882,46.9018252,0.085480423,0.608284301,0.558562825,0.582281661,0.263136354,0.020710176,0.604788095,0.013884333,0.025131855,118.7304349
0.014094677,0.085205031,0.085999832,0.480273952,58.17674559,0.093749248,0.698309828,0.591906709,0.560525588,0.364165382,0.063171844,0.520132813,0.018264465,0.056255446,443.1059062
0.016304994,0.069290881,0.064970599,0.390868718,39.67432088,0.081107269,0.566814,0.570325288,0.589576026,0.185341983,0.03644176,0.52876456,0.01249254,0.057143455,288.2124914
0.014840757,0.056596177,0.089637192,0.427209517,30.9219462,0.107753163,0.609429807,0.591278138,0.558240277,0.197508001,0.057826941,0.782384376,0.052353026,0.039223764,118.8531121
0.014773147,0.050638513,0.054730085,0.374244025,38.04610782,0.083970258,0.6505417,0.566946289,0.570081014,0.155585601,0.033686224,0.73370191,0.050095049,0.009266232,106.1494126
0.017471582,0.082239401,0.065598661,0.542656547,55.28428705,0.110589414,0.548387247,0.549117294,0.554001877,0.236590794,0.053581133,0.689685658,0.018945434,0.018172907,444.7235232
0.017118912,0.083891284,0.084967939,0.499295077,41.53963046,0.118600871,0.618030813,0.560323563,0.5732897,0.461806936,0.072251658,0.742092386,0.027725463,0.00500853,251.4695636
0.013326778,0.049802675,0.062704205,0.358445748,34.34192255,0.080526115,0.602897573,0.568377573,0.59264204,0.276025089,0.038047386,0.51792602,0.020660688,0.019821721,224.1213817
0.016572039,0.056094988,0.059947974,0.527612043,32.75347901,0.109731796,0.687592489,0.582305015,0.549806616,0.218233021,0.025140507,0.756678979,0.006022321,0.043494783,0
0.017358832,0.059351807,0.050587148,0.348344501,41.74934267,0.115143273,0.697138206,0.557311727,0.575432892,0.392153434,0.062756045,0.690100038,0.002665325,0.039102488,293.4888453
0.013734968,0.053799334,0.070844419,0.416520018,48.36805557,0.085356897,0.636844685,0.581505586,0.572250107,0.23323065,0.067612966,0.774993213,0.028703865,0.025647869,287.8012296
0.014147247,0.070358752,0.057384063,0.468045443,53.44405089,0.083575517,0.584389557,0.555804059,0.582704979,0.212757064,0.037593121,0.502632097,0.047643366,0.006087505,342.6465315
0.017690863,0.080658582,0.068363159,0.449116558,33.39879414,0.105735742,0.689702354,0.565934324,0.561499427,0.367499544,0.035217383,0.773029515,0.03765591,0.046458764,0
0.017040787,0.055094832,0.062491332,0.390108127,44.32569187,0.092453117,0.587294993,0.553292579,0.589601466,0.391517927,0.01803818,0.775186226,0.03689711,0.057708267,3.24E-14
0.015772766,0.087737355,0.0665808,0.320462576,32.84366228,0.106320434,0.546316709,0.587033632,0.591225896,0.440384898,0.02301862,0.657621941,0.050939431,0.002644382,83.68537307
0.017327807,0.089582076,0.08478293,0.345768055,41.78295395,0.124396178,0.653286018,0.568430295,0.552211203,0.199429571,0.057420732,0.651490176,0.030312743,0.008094192,444.5488077
0.01603544,0.086180691,0.056919436,0.311368464,46.81862586,0.095247903,0.607586594,0.556552427,0.557872002,0.427302626,0.046573601,0.61458936,0.032660139,0.010657759,317.884188
0.016223441,0.064952372,0.054882852,0.466091625,57.75620225,0.078616658,0.560995608,0.564432623,0.594840359,0.264519706,0.074438515,0.548564227,0.042674683,0.051743651,602.0701607
0.016563275,0.090278422,0.050468149,0.318872191,56.30981565,0.086464473,0.668394589,0.579877687,0.587988197,0.39802621,0.051516942,0.606541761,0.005676593,0.010121889,333.4756047
0.014148383,0.059497526,0.070624032,0.317566548,51.87314003,0.097455017,0.648212602,0.585264481,0.562142715,0.339528154,0.051464481,0.505758501,0.032519651,0.012064367,448.0827726
0.017850561,0.062532589,0.083085531,0.287294467,39.89108706,0.099809919,0.684369513,0.560679524,0.573820601,0.431873287,0.018939337,0.538227202,0.033173587,0.057994074,107.9505933
0.014315663,0.052495728,0.090169072,0.529597871,50.87127593,0.11560313,0.572248962,0.565449931,0.556723556,0.22671178,0.07510058,0.602794455,0.024686107,0.006889946,648.172626
0.013982755,0.051121763,0.056111553,0.375894004,37.05126446,0.087060873,0.548017889,0.593008935,0.561907222,0.321342529,0.044995538,0.577852683,0.037304572,0.017761433,297.8335145
0.014111014,0.060858874,0.056759136,0.349760381,59.25461931,0.123414678,0.653681346,0.592848313,0.574255565,0.202319447,0.061744598,0.612853585,0.036535397,0.016037425,667.6914691
0.017812819,0.086314501,0.05025201,0.528603239,46.1237541,0.127195149,0.602662278,0.554893819,0.568049355,0.406005239,0.059067782,0.501989055,0.030488277,0.007290919,545.920626
0.015111171,0.071994382,0.053402687,0.323267,46.53845469,0.113943053,0.60615502,0.550627246,0.586271222,0.377845761,0.038649253,0.750603022,0.004705331,0.015319743,194.7882295
0.014899824,0.057397672,0.065970714,0.40757325,32.46897948,0.095445885,0.551097097,0.576051685,0.57077835,0.455321805,0.052603129,0.547002973,0.056130649,0.030078807,298.3059481
0.018037287,0.08855156,0.0560366,0.479167993,36.37342987,0.078153013,0.580318358,0.556287067,0.581623029,0.347331605,0.075885806,0.543402483,0.03739136,0.007183146,393.3685852
0.017209502,0.069770786,0.078641684,0.327762713,53.4858184,0.078579428,0.554272632,0.558275139,0.55605453,0.187219972,0.018756956,0.741014207,0.049620637,0.046223483,133.3854875
0.016121141,0.068643727,0.089354221,0.33783237,35.08931477,0.115483353,0.558181814,0.586102547,0.568820257,0.415022377,0.053730783,0.78275046,0.008269711,0.029280332,120.7704817
0.013393929,0.085316096,0.08340669,0.493719475,30.80493331,0.125666893,0.713502715,0.564810803,0.586638125,0.192375738,0.053128718,0.578368189,0.036986266,0.024520308,264.0960455
0.018027837,0.051257049,0.08967094,0.446747763,51.81696054,0.119353,0.553404315,0.575074195,0.552781299,0.182753147,0.021910185,0.795378197,0.01331016,0.039521686,135.2769695
0.016073292,0.064250209,0.051873158,0.515559262,40.79076609,0.105838705,0.571864075,0.548080417,0.561794285,0.248187636,0.030877697,0.785108026,0.024771566,0.027265017,27.78453009
0.015096403,0.062242122,0.060534416,0.363869887,50.22765113,0.075136109,0.554109178,0.587318735,0.549031931,0.289990899,0.039449298,0.699058894,0.011199109,0.056834265,234.2304286
0.01650849,0.087528537,0.080378227,0.526946471,31.23239742,0.07705419,0.563406585,0.585298905,0.579744166,0.189230513,0.066713659,0.541083155,0.051858906,0.054259558,333.2633415
0.01472568,0.084029509,0.05222365,0.280727271,39.38018357,0.103986547,0.706655024,0.589806812,0.551634369,0.181989437,0.031664769,0.714614345,0.050254407,0.039870595,163.4678256
0.017670029,0.051206234,0.06231346,0.298701166,42.63363443,0.116462536,0.669996882,0.589069309,0.57655653,0.457102718,0.059714869,0.727810701,0.015620498,0.013613486,245.1561441
0.013463829,0.066931933,0.069430957,0.47500044,37.94009505,0.074543611,0.598683297,0.554459513,0.560564656,0.172780869,0.043081347,0.684951984,0.01066512,0.021942836,166.6208739
0.015193818,0.07738698,0.087925869,0.331022146,37.78670731,0.080466135,0.664355585,0.592888224,0.569960303,0.246368859,0.044145284,0.582174255,0.004264781,0.00694403,233.4048184
0.018021641,0.080445142,0.090682013,0.362770865,31.08655485,0.080696662,0.560627812,0.591555199,0.590161851,0.284543093,0.065618647,0.747542455,0.027565075,0.015856729,136.399612
0.014100576,0.05018306,0.070363842,0.338890915,37.04463265,0.121445789,0.673529972,0.54994774,0.549867643,0.212413,0.060101335,0.658791288,0.049864068,0.000242351,385.4820081
0.017532135,0.076757504,0.081340016,0.294593461,43.75878617,0.087938753,0.661545861,0.575400243,0.548337687,0.19383158,0.023525518,0.62985719,0.016718436,0.004047621,161.5341302
0.015735018,0.090503836,0.056482821,0.507104271,53.50786858,0.11984746,0.622860034,0.585981297,0.591520061,0.405906014,0.067652225,0.502105653,0.033459303,0.021740265,609.1681038
0.016490663,0.06559506,0.078403003,0.536238251,49.69831551,0.124792285,0.564410065,0.59433026,0.552053993,0.356076127,0.073378922,0.794006457,0.026542003,0.01672463,336.3986073
0.017871242,0.067826135,0.067494434,0.382871513,37.11331182,0.106403469,0.551954215,0.5520054,0.593635792,0.245696219,0.061715265,0.759643385,0.003858469,0.000708125,257.9898853
0.016705537,0.050436101,0.051948975,0.302487104,31.89488191,0.093335643,0.557314948,0.557485475,0.564991526,0.447207358,0.03111235,0.691204911,0.03557435,0.050315443,60.78247834
0.016242248,0.087984929,0.056825689,0.337240299,39.69275511,0.081799966,0.686394572,0.586264121,0.573341173,0.210234212,0.032933365,0.607117528,0.002909133,0.005119052,164.0376528
0.013680676,0.084316301,0.089116445,0.290201289,50.56180966,0.12658953,0.570495798,0.585092446,0.553697239,0.251089004,0.046842905,0.538548618,0.057766331,0.008943581,768.8218674
0.013767999,0.060937678,0.056770352,0.292098377,44.179086,0.109632543,0.673960001,0.5740012,0.555608681,0.431512392,0.037175206,0.717047784,0.004982895,0.000481569,162.6170198
0.01626182,0.05573111,0.08059121,0.489475496,46.71484761,0.087191958,0.719446126,0.581985186,0.587506734,0.215322923,0.07583052,0.54737987,0.007780776,0.053077296,436.214264
0.016668441,0.090350856,0.057236555,0.328316632,39.7281345,0.106795428,0.671534377,0.556027165,0.566088674,0.401620357,0.024317228,0.783550513,0.045825077,0.007232702,1.10E-12
0.013432936,0.088697342,0.062151533,0.383365797,38.74899468,0.087109142,0.693106032,0.584527526,0.573250677,0.301105876,0.07022137,0.719697977,0.016244518,0.033972795,273.9286249
0.0135289,0.055527132,0.05652129,0.460764745,59.08996275,0.106843889,0.601282403,0.568698821,0.586095425,0.463900216,0.071838207,0.616291245,0.053328639,0.027769281,549.8775074
0.013620716,0.076708115,0.079515621,0.306716547,37.61365268,0.083453694,0.678495871,0.594758528,0.559977196,0.349669782,0.033343492,0.74586325,0.037794913,0.012711744,53.10181765
0.017899733,0.07064955,0.087885995,0.482242333,58.91941951,0.104951923,0.626912913,0.568990093,0.573009596,0.404492453,0.072497077,0.788640661,0.00580453,0.005795605,301.0239588
0.014339913,0.054753548,0.051713741,0.541224626,47.16430536,0.093026047,0.714803516,0.586423985,0.585795429,0.460468694,0.022742448,0.790824112,0.050705497,0.032104578,0
0.013880352,0.061060995,0.09048022,0.53261311,47.67781008,0.111780595,0.561689725,0.566833634,0.549213574,0.324375834,0.051771909,0.560944472,0.042279433,0.026073943,459.8382113
0.013948579,0.068734906,0.04942444,0.378450188,57.90440827,0.112396444,0.716454899,0.576148473,0.576608945,0.369376459,0.06296635,0.687136273,0.043825125,0.001900392,390.0840795
0.015669707,0.087285064,0.085002935,0.520216085,47.29901074,0.122399391,0.710482362,0.551502783,0.577071612,0.22261665,0.02470532,0.556098523,0.055967896,0.044259834,194.8417172
0.016686798,0.084357276,0.072682202,0.392307671,57.72462147,0.098994549,0.629557148,0.560144265,0.593073039,0.238186495,0.068237691,0.607676201,0.024128184,0.047140206,573.093437
0.013437877,0.050945767,0.065438305,0.279994339,46.10202152,0.105173146,0.649341268,0.578919239,0.569662444,0.163541885,0.018362955,0.677321012,0.038287479,0.054577136,177.3561473
0.016897292,0.081034612,0.089398014,0.512296194,36.08521615,0.076171165,0.638904268,0.588124639,0.581918206,0.163282718,0.06160401,0.583156446,0.010994659,0.017347964,274.3960219
0.016276311,0.086339008,0.080719934,0.407015053,36.25281063,0.093062046,0.716596309,0.59399458,0.587335271,0.464392736,0.019544468,0.73496478,0.027059779,0.014409769,0
0.016536583,0.05911107,0.073921944,0.291495197,31.84686206,0.077503146,0.589068749,0.563257935,0.548607129,0.424049883,0.025245176,0.501282666,0.002000009,0.028716935,114.5923384
0.016774176,0.090651196,0.085777627,0.322247519,54.42102656,0.084378518,0.568768968,0.589761896,0.591338913,0.348703159,0.052817635,0.757333592,0.046854171,0.006402021,272.6134201
0.017270674,0.076205737,0.049051179,0.51689884,42.93065278,0.116812481,0.56099902,0.58856875,0.561704354,0.389977613,0.048871855,0.707190563,0.049450188,0.022670972,260.2521709
0.017107804,0.077079596,0.083206035,0.51025143,51.72894807,0.104799888,0.620483441,0.563105281,0.583057759,0.266031972,0.033717996,0.561983405,0.012028639,0.015795025,289.501076
0.015759019,0.068448374,0.056727686,0.453780985,46.57943887,0.119838967,0.573949649,0.586763507,0.591778133,0.310903702,0.019445584,0.562795144,0.026875724,0.04080746,259.2413894
0.014028685,0.068218181,0.051601189,0.522398141,42.30141789,0.121201032,0.656049064,0.57455162,0.576904391,0.17710554,0.059402701,0.500039635,0.012694199,0.014310631,476.4244658
0.015026416,0.081804288,0.089715813,0.28407114,58.5970894,0.123584258,0.665118189,0.560041082,0.557390345,0.448393826,0.067018259,0.74048527,0.041822568,0.008252503,432.7434421
